Age,Gender,Sleep_Hours,Screen_Time,Exercise_Minutes,Water_Intake,Work_Study_Hours,Stress_Level,Mood,Productivity_Score,Burnout_Risk
52,Male,4.6,10.7,42,2.2,3.2,9,Sad,14.400000000000007,High
22,Female,5.3,8.6,99,2.9,7.9,6,Sad,61.89999999999999,Medium
44,Female,8.6,10.4,87,4.6,8.1,8,Happy,89.80000000000001,Low
29,Male,8.7,4.6,10,4.2,4.7,1,Happy,100.0,Low
37,Female,6.4,8.8,4,4.1,2.2,8,Stressed,40.09999999999999,High
37,Male,5.9,8.2,29,1.6,4.6,8,Happy,33.599999999999994,High
26,Male,5.4,7.3,9,1.2,7.8,3,Happy,50.8,Medium
56,Male,6.5,6.8,100,3.4,4.0,6,Neutral,72.4,Medium
21,Female,8.7,7.1,90,2.6,4.9,6,Happy,89.6,Low
36,Female,4.7,10.3,90,4.6,9.1,7,Stressed,57.60000000000001,Medium
55,Female,6.1,11.1,23,2.4,6.0,3,Neutral,55.39999999999999,Medium
44,Female,8.6,2.2,58,2.6,2.7,10,Sad,71.6,Medium
30,Female,5.7,7.3,117,3.1,6.0,1,Sad,89.30000000000001,Low
30,Female,7.8,11.1,117,4.2,12.0,9,Stressed,88.2,Low
39,Female,5.9,2.5,66,2.1,4.6,6,Stressed,62.900000000000006,Medium
45,Male,8.0,5.5,60,4.8,4.7,5,Happy,94.4,Low
39,Female,8.9,2.0,101,3.2,3.7,2,Neutral,100.0,Low
36,Female,5.9,2.2,25,4.4,4.7,4,Neutral,75.0,Low
25,Female,8.2,10.9,108,3.1,7.7,5,Neutral,92.7,Low
25,Male,8.9,5.9,111,4.1,11.6,10,Stressed,100.0,Low
59,Male,8.9,8.6,38,1.2,8.1,4,Sad,85.6,Low
43,Male,6.2,2.5,81,4.2,6.1,10,Happy,66.4,Medium
43,Female,6.4,1.2,2,3.1,5.9,4,Sad,73.3,Medium
40,Male,5.5,10.8,37,2.8,2.2,6,Neutral,35.2,High
30,Male,5.6,7.3,41,1.4,2.0,4,Sad,44.6,High
45,Female,6.5,1.2,47,4.0,10.0,9,Happy,76.0,Low
26,Female,5.0,11.9,88,1.5,6.9,2,Happy,57.099999999999994,Medium
37,Female,7.6,6.4,12,1.8,2.3,5,Happy,59.20000000000001,Medium
36,Male,6.7,6.2,88,1.5,4.9,3,Neutral,77.49999999999999,Low
56,Female,8.5,7.8,87,1.0,5.6,8,Sad,71.00000000000001,Medium
29,Female,8.1,1.1,55,3.6,9.8,3,Stressed,100.0,Low
32,Female,5.6,7.3,104,2.1,6.3,8,Neutral,53.300000000000004,Medium
48,Female,6.5,7.9,58,1.6,9.9,8,Happy,56.599999999999994,Medium
31,Female,7.8,4.3,62,2.3,8.3,2,Stressed,100.0,Low
28,Female,5.0,9.0,79,3.0,2.3,10,Neutral,27.4,High
43,Male,4.2,5.2,42,3.0,11.7,7,Happy,50.400000000000006,Medium
59,Female,8.3,8.9,104,2.5,3.8,6,Sad,82.1,Low
44,Male,4.7,2.6,105,3.0,4.8,1,Stressed,83.39999999999999,Low
28,Male,8.4,11.1,74,2.7,10.1,2,Happy,100.0,Low
55,Female,8.6,10.7,56,4.3,3.9,4,Stressed,89.10000000000001,Low
51,Male,6.3,2.7,20,1.1,6.0,2,Sad,71.1,Medium
36,Male,8.0,11.3,94,4.5,10.6,5,Stressed,99.89999999999999,Low
23,Male,5.8,7.1,53,2.0,8.4,3,Sad,69.19999999999999,Medium
55,Female,8.3,8.7,78,3.9,5.0,6,Happy,86.69999999999999,Low
59,Male,8.1,10.2,52,2.6,8.4,9,Stressed,64.8,Medium
45,Male,4.4,1.9,44,2.2,10.1,10,Sad,40.2,High
18,Male,6.9,2.9,112,3.5,6.0,7,Sad,87.10000000000001,Low
52,Male,7.2,4.2,35,4.1,7.7,5,Happy,86.5,Low
57,Female,4.0,6.2,62,2.8,11.9,1,Happy,73.80000000000001,Medium
25,Female,8.9,4.8,106,2.9,11.6,1,Happy,100.0,Low
24,Male,6.0,6.6,0,1.2,7.1,1,Stressed,63.0,Medium
28,Female,6.6,3.0,91,4.7,3.0,3,Neutral,95.7,Low
56,Female,5.0,8.5,96,4.4,9.0,7,Happy,64.2,Medium
21,Male,7.1,1.6,66,2.6,4.7,9,Stressed,67.4,Medium
42,Female,8.1,5.0,118,4.1,8.7,6,Happy,100.0,Low
29,Female,6.9,3.0,78,2.3,5.5,7,Stressed,73.1,Medium
43,Male,7.9,9.0,32,3.9,9.2,3,Sad,93.30000000000001,Low
55,Male,7.7,10.7,31,3.1,5.7,8,Sad,56.70000000000001,Medium
29,Female,5.2,1.9,86,2.8,11.4,10,Sad,62.2,Medium
54,Female,6.2,9.6,57,1.2,3.4,6,Neutral,43.0,High
41,Female,4.7,10.9,25,4.9,2.7,3,Stressed,48.1,High
33,Female,4.2,11.7,60,4.3,9.8,2,Neutral,63.7,Medium
30,Male,4.3,7.4,111,4.2,6.0,9,Happy,47.400000000000006,High
42,Male,8.7,4.6,16,2.2,6.7,7,Sad,77.4,Low
21,Male,8.9,4.5,72,2.2,11.3,10,Sad,88.0,Low
28,Male,4.5,5.2,68,3.3,7.9,10,Sad,40.499999999999986,High
49,Male,5.7,7.7,28,4.4,8.6,9,Neutral,50.39999999999999,Medium
24,Female,4.6,6.4,62,4.7,2.2,4,Happy,57.50000000000001,Medium
28,Female,8.2,8.2,5,2.1,8.7,4,Neutral,78.5,Low
45,Male,6.5,1.4,110,3.4,5.9,6,Sad,89.0,Low
58,Male,7.1,2.2,104,3.9,6.6,2,Neutral,100.0,Low
40,Male,6.7,11.7,58,1.9,10.1,10,Happy,44.89999999999999,High
40,Female,7.6,11.9,98,2.6,7.2,1,Happy,95.2,Low
45,Female,5.6,9.2,114,1.7,11.9,10,Sad,52.7,Medium
43,Female,4.7,3.8,20,3.8,10.0,3,Neutral,70.4,Medium
42,Male,4.1,11.5,44,4.5,9.3,5,Sad,47.9,High
46,Male,6.2,3.4,44,4.5,7.9,2,Sad,94.3,Low
36,Male,8.5,9.0,86,3.7,6.1,9,Happy,78.9,Low
50,Male,5.5,2.3,34,2.4,2.5,1,Sad,70.2,Medium
53,Male,5.0,8.1,51,3.6,2.2,3,Sad,54.4,Medium
31,Female,8.6,9.4,45,4.5,2.5,5,Happy,83.7,Low
31,Male,4.5,10.5,65,3.5,11.6,1,Neutral,73.7,Medium
52,Female,4.3,9.1,56,2.7,5.2,4,Neutral,43.9,High
47,Female,8.4,11.2,41,4.7,9.0,10,Neutral,71.30000000000001,Medium
45,Female,7.5,6.7,72,4.3,7.9,1,Happy,100.0,Low
34,Female,6.1,8.5,76,4.5,7.7,7,Sad,69.10000000000001,Medium
20,Female,7.8,5.1,106,4.6,7.8,1,Neutral,100.0,Low
33,Male,7.7,1.1,97,2.6,5.0,3,Happy,100.0,Low
47,Male,4.2,9.3,15,4.4,10.9,4,Stressed,54.2,Medium
46,Male,7.4,10.6,4,3.3,11.2,4,Neutral,76.5,Low
32,Female,7.2,2.9,0,1.2,8.4,7,Neutral,61.0,Medium
42,Female,8.8,1.3,103,3.5,10.6,5,Neutral,100.0,Low
55,Female,8.8,2.8,21,2.9,2.6,8,Sad,74.30000000000001,Medium
59,Female,5.9,10.8,47,2.1,3.0,3,Stressed,51.300000000000004,Medium
55,Female,6.9,4.3,109,4.9,7.6,8,Happy,89.9,Low
40,Female,4.7,3.6,25,1.2,10.5,9,Neutral,35.8,High
42,Male,4.3,1.2,33,4.8,5.2,9,Neutral,45.59999999999999,High
59,Female,6.2,4.3,113,1.6,7.5,9,Happy,63.0,Medium
24,Female,7.4,8.9,57,2.5,2.1,1,Happy,80.30000000000001,Low
39,Male,6.8,11.5,84,2.7,11.9,9,Happy,63.099999999999994,Medium
34,Female,6.1,4.4,6,3.9,9.7,8,Happy,60.300000000000004,Medium
35,Male,8.1,3.6,24,1.9,5.6,2,Stressed,91.3,Low
58,Male,8.0,10.8,56,4.9,11.8,3,Happy,100.0,Low
27,Male,7.7,10.4,11,4.0,2.9,7,Sad,56.2,Medium
27,Female,4.4,4.6,30,4.2,6.6,3,Happy,63.0,Medium
24,Male,8.0,1.8,110,1.4,2.6,2,Neutral,100.0,Low
55,Male,8.6,11.9,26,2.9,5.3,4,Sad,76.5,Low
44,Female,4.3,8.5,85,4.8,4.2,9,Neutral,39.4,High
50,Male,6.0,11.2,33,2.1,5.2,2,Sad,57.099999999999994,Medium
18,Female,8.9,4.8,117,1.6,11.5,1,Happy,100.0,Low
51,Female,7.0,8.1,80,2.9,6.3,10,Sad,56.9,Medium
21,Male,6.6,8.4,74,4.7,5.2,7,Neutral,69.9,Medium
34,Female,4.9,10.6,92,2.9,8.4,1,Stressed,73.5,Medium
21,Female,6.8,11.9,33,2.6,8.8,6,Sad,57.4,Medium
43,Male,6.2,2.2,114,3.6,11.8,5,Sad,100.0,Low
21,Male,4.6,7.9,36,4.7,7.5,8,Happy,43.900000000000006,High
18,Male,6.3,4.7,57,1.2,9.5,3,Neutral,78.0,Low
24,Male,4.8,9.9,112,1.6,5.8,3,Stressed,58.20000000000001,Medium
47,Female,7.7,9.3,111,1.5,3.7,1,Sad,91.5,Low
26,Male,8.9,10.8,59,1.3,6.3,4,Neutral,82.29999999999998,Low
52,Male,6.3,4.8,25,2.2,6.2,10,Sad,41.800000000000004,High
25,Male,7.2,3.0,108,1.9,6.2,10,Stressed,69.5,Medium
41,Female,6.2,1.2,44,3.2,9.0,6,Neutral,78.39999999999999,Low
36,Female,4.7,3.8,44,2.3,6.1,5,Stressed,51.89999999999999,Medium
53,Female,8.9,5.0,31,2.6,11.5,7,Neutral,93.2,Low
44,Female,4.6,11.4,100,4.8,11.8,10,Neutral,50.800000000000004,Medium
49,Female,4.6,6.4,68,1.6,7.2,1,Happy,65.2,Medium
31,Male,6.3,7.1,83,2.6,7.6,3,Happy,81.6,Low
35,Female,7.3,10.7,114,2.0,6.1,4,Neutral,80.60000000000001,Low
45,Female,5.8,10.7,70,3.2,5.6,6,Neutral,53.8,Medium
46,Female,5.0,6.8,106,3.9,11.9,4,Happy,84.9,Low
33,Male,8.1,2.3,22,4.3,2.4,7,Sad,79.10000000000001,Low
52,Male,5.8,4.0,64,3.1,6.1,10,Neutral,50.5,Medium
48,Female,5.0,6.0,38,4.4,3.5,10,Stressed,34.599999999999994,High
21,Male,5.8,9.3,66,4.1,9.3,3,Neutral,79.69999999999999,Low
54,Female,5.1,8.8,44,1.6,3.9,8,Happy,25.999999999999996,High
34,Male,6.6,8.1,66,2.0,10.8,7,Sad,66.6,Medium
56,Male,7.3,10.7,62,3.7,5.7,3,Neutral,81.9,Low
43,Female,8.0,9.8,69,4.9,11.2,9,Neutral,85.1,Low
56,Male,5.1,11.8,94,2.5,11.9,10,Neutral,42.5,High
58,Female,4.8,10.8,53,1.9,9.7,5,Neutral,45.89999999999999,High
21,Female,4.1,3.2,26,4.5,8.2,2,Stressed,70.7,Medium
47,Female,5.1,1.6,92,1.8,3.5,9,Stressed,46.2,High
47,Male,4.1,5.6,78,3.8,11.3,8,Stressed,54.99999999999999,Medium
39,Male,5.7,7.8,35,1.1,9.8,8,Happy,41.5,High
28,Female,4.7,8.1,4,1.1,4.9,1,Sad,42.89999999999999,High
19,Female,6.9,3.9,66,2.8,6.7,4,Stressed,85.80000000000001,Low
29,Male,5.9,10.5,50,3.6,2.7,7,Stressed,43.4,High
47,Female,4.5,4.6,88,1.6,8.6,6,Stressed,54.599999999999994,Medium
53,Male,6.0,11.1,31,4.1,3.3,9,Sad,35.1,High
35,Male,5.0,6.2,20,1.5,8.5,8,Neutral,34.1,High
43,Male,7.4,1.1,111,3.1,8.7,9,Sad,90.9,Low
24,Female,5.8,2.8,16,2.2,5.2,4,Stressed,61.00000000000001,Medium
18,Female,4.7,2.1,72,4.0,11.5,8,Sad,68.2,Medium
43,Male,5.7,1.5,25,4.2,9.8,6,Stressed,75.6,Low
40,Female,5.1,8.9,21,1.3,7.0,9,Sad,21.900000000000006,High
43,Female,8.0,3.1,40,1.8,11.2,10,Neutral,73.19999999999999,Medium
23,Male,8.9,10.2,109,4.6,10.6,1,Sad,100.0,Low
23,Male,4.1,3.9,58,2.7,8.9,6,Sad,52.099999999999994,Medium
25,Female,7.5,1.4,86,2.9,3.5,10,Stressed,70.9,Medium
41,Male,5.3,10.0,74,1.7,7.0,10,Neutral,30.299999999999997,High
39,Female,4.3,6.1,9,5.0,10.6,2,Stressed,70.8,Medium
36,Male,4.1,7.6,86,4.7,8.1,3,Happy,70.7,Medium
54,Male,8.4,4.7,4,1.0,7.5,9,Happy,59.39999999999999,Medium
35,Female,5.8,1.5,54,3.2,11.6,5,Happy,85.0,Low
48,Female,9.0,5.1,25,4.5,2.2,5,Stressed,91.7,Low
54,Female,6.2,6.7,3,2.7,2.1,1,Stressed,62.9,Medium
47,Female,4.9,1.1,106,2.7,10.9,10,Happy,63.3,Medium
59,Female,7.9,7.3,26,2.5,2.4,2,Sad,78.9,Low
50,Male,8.6,10.8,101,1.1,5.3,9,Neutral,64.69999999999999,Medium
27,Male,8.1,3.4,97,4.2,11.2,7,Happy,100.0,Low
54,Female,7.7,11.2,57,2.8,8.9,4,Neutral,81.8,Low
29,Male,5.7,2.1,2,3.1,8.5,7,Happy,57.7,Medium
47,Female,4.3,10.1,49,2.0,8.6,10,Sad,19.799999999999994,High
44,Male,5.0,10.2,95,4.1,5.2,2,Neutral,71.5,Medium
56,Male,6.2,3.8,25,4.2,7.3,5,Stressed,75.0,Low
26,Female,8.8,11.5,17,3.2,8.3,9,Happy,65.0,Medium
38,Female,7.6,5.6,6,4.6,5.1,2,Sad,91.2,Low
29,Female,8.1,2.6,116,1.5,10.0,3,Sad,100.0,Low
46,Male,5.4,7.5,44,4.1,5.2,5,Sad,58.699999999999996,Medium
50,Female,7.4,12.0,12,3.2,2.7,5,Happy,53.800000000000004,Medium
32,Female,8.3,10.9,5,1.9,4.0,8,Neutral,47.7,High
19,Female,6.4,4.1,34,1.5,6.1,7,Happy,54.3,Medium
56,Female,6.1,7.3,94,2.2,11.1,3,Sad,86.4,Low
35,Female,7.6,2.3,105,4.4,6.2,5,Sad,100.0,Low
20,Female,6.8,6.1,52,4.2,2.9,8,Stressed,61.0,Medium
24,Male,9.0,6.8,100,3.6,4.0,5,Happy,100.0,Low
35,Male,6.1,4.5,106,1.4,7.4,2,Neutral,87.0,Low
55,Male,4.9,6.3,67,4.8,3.8,10,Happy,41.40000000000001,High
54,Male,6.4,11.1,41,2.2,2.6,2,Neutral,58.2,Medium
50,Female,5.2,6.5,3,3.4,9.1,1,Neutral,70.8,Medium
48,Female,6.8,10.1,59,4.2,9.8,6,Stressed,76.19999999999999,Low
28,Male,4.6,4.5,44,1.5,10.5,1,Happy,70.3,Medium
21,Male,8.7,11.7,71,3.6,10.4,8,Neutral,84.60000000000001,Low
35,Male,8.3,2.0,101,1.1,5.8,1,Neutral,100.0,Low
21,Female,4.8,7.4,74,1.4,9.3,8,Stressed,41.6,High
51,Female,4.9,9.7,65,3.9,7.8,6,Sad,53.7,Medium
46,Female,6.6,10.0,81,1.6,2.2,9,Stressed,38.6,High
41,Male,7.9,3.2,81,2.8,6.0,3,Sad,100.0,Low
39,Male,5.1,5.4,21,2.0,2.5,7,Sad,31.400000000000006,High
19,Male,4.3,7.9,11,2.7,2.8,2,Stressed,40.50000000000001,High
23,Male,6.7,4.5,80,1.3,2.6,5,Sad,65.7,Medium
59,Male,7.5,8.2,50,4.0,11.6,1,Neutral,100.0,Low
42,Female,5.2,5.2,16,1.3,10.4,5,Neutral,52.10000000000001,Medium
38,Female,7.7,4.9,35,4.4,6.4,8,Sad,77.0,Low
33,Female,8.8,2.2,92,3.7,4.5,10,Happy,89.5,Low
48,Female,4.7,1.4,48,2.7,2.7,3,Sad,60.699999999999996,Medium
31,Female,6.6,10.2,15,4.5,6.3,6,Happy,59.699999999999996,Medium
56,Male,4.3,6.4,104,1.7,8.0,4,Happy,59.5,Medium
45,Female,5.0,7.2,74,2.1,10.0,8,Sad,48.9,High
49,Male,4.4,5.1,43,1.5,2.5,2,Stressed,46.900000000000006,High
45,Female,6.0,2.5,106,2.5,6.2,5,Happy,81.10000000000001,Low
26,Male,8.1,5.9,108,4.9,11.8,6,Happy,100.0,Low
39,Male,6.9,3.5,21,1.6,3.2,8,Sad,48.6,High
49,Male,5.1,10.2,93,4.3,6.0,2,Neutral,74.69999999999999,Medium
22,Male,4.2,11.9,7,3.6,4.8,9,Stressed,11.199999999999994,High
40,Male,6.8,10.8,109,1.1,3.3,7,Happy,52.29999999999999,Medium
22,Male,4.7,6.8,17,4.8,10.4,10,Sad,41.60000000000001,High
59,Female,5.7,7.9,109,4.9,9.0,4,Neutral,89.5,Low
49,Male,6.6,11.4,79,4.7,6.1,10,Stressed,54.7,Medium
27,Male,8.5,6.9,110,3.0,5.7,2,Stressed,100.0,Low
56,Female,4.4,8.0,117,1.9,10.3,8,Stressed,49.50000000000001,High
32,Male,7.3,7.9,83,2.6,2.9,2,Stressed,84.6,Low
24,Female,4.1,8.8,102,3.5,3.5,2,Neutral,60.300000000000004,Medium
46,Female,7.1,8.0,71,2.5,11.1,9,Neutral,67.9,Medium
20,Male,6.8,8.4,93,3.8,10.2,4,Stressed,93.19999999999999,Low
36,Male,8.1,9.0,37,4.2,9.7,7,Neutral,82.80000000000001,Low
27,Female,6.7,9.9,28,1.8,8.2,10,Neutral,38.199999999999996,High
45,Male,5.8,5.4,76,2.6,4.9,4,Happy,69.2,Medium
46,Female,5.2,9.2,80,4.8,11.3,5,Stressed,76.19999999999999,Low
32,Male,4.4,2.1,103,2.0,6.9,1,Neutral,80.19999999999999,Low
52,Female,6.7,10.6,106,2.4,4.8,10,Happy,48.6,High
23,Male,8.4,4.2,80,1.1,5.7,1,Sad,100.0,Low
29,Male,6.6,5.4,72,2.3,2.2,10,Sad,45.50000000000001,High
55,Female,7.7,9.8,1,2.5,4.6,10,Sad,39.3,High
30,Female,5.5,8.0,58,1.4,3.9,3,Stressed,53.39999999999999,Medium
46,Female,6.2,4.4,41,1.0,3.4,6,Neutral,49.2,High
36,Female,5.6,3.5,117,3.3,2.3,1,Sad,89.5,Low
20,Male,4.5,11.5,87,2.2,4.3,4,Stressed,43.00000000000001,High
25,Female,6.1,2.0,20,1.1,3.0,9,Happy,36.5,High
25,Female,7.8,1.0,109,4.4,2.5,2,Happy,100.0,Low
37,Male,6.0,8.4,1,3.3,3.4,2,Neutral,58.7,Medium
21,Male,7.3,7.8,4,1.7,4.0,2,Neutral,66.7,Medium
38,Female,7.8,9.1,16,4.5,6.2,10,Sad,57.9,Medium
20,Male,5.6,9.0,23,2.0,7.8,10,Neutral,28.199999999999996,High
25,Female,8.0,10.5,7,1.9,5.2,7,Stressed,52.300000000000004,Medium
40,Male,5.7,11.1,29,4.6,3.4,7,Neutral,42.39999999999999,High
33,Female,5.3,9.5,49,1.7,11.4,6,Sad,51.099999999999994,Medium
30,Male,5.1,3.6,21,4.5,7.1,2,Neutral,76.7,Low
20,Female,5.0,6.1,58,4.2,9.4,5,Happy,69.19999999999999,Medium
26,Female,7.7,8.1,23,2.2,8.9,6,Stressed,70.19999999999999,Medium
31,Male,8.4,6.9,25,1.1,4.8,6,Neutral,66.3,Medium
30,Male,5.2,2.7,60,1.3,7.6,10,Sad,40.3,High
24,Female,4.4,7.5,7,1.4,8.0,6,Happy,29.4,High
32,Female,5.6,10.8,11,4.6,5.5,6,Sad,46.6,High
24,Male,7.3,5.6,13,2.6,8.7,1,Sad,90.79999999999998,Low
55,Male,5.8,8.4,29,1.1,9.9,4,Neutral,56.3,Medium
51,Male,6.7,7.8,54,3.2,5.6,1,Stressed,85.4,Low
58,Male,7.7,5.1,98,1.8,2.1,3,Stressed,87.6,Low
39,Male,6.0,7.2,60,1.9,5.5,2,Sad,70.1,Medium
41,Male,9.0,3.3,61,1.6,3.2,2,Stressed,100.0,Low
54,Male,5.5,7.0,30,4.0,3.6,6,Stressed,50.2,Medium
18,Male,8.9,9.8,91,1.0,5.7,1,Stressed,100.0,Low
27,Male,5.0,9.3,109,2.8,4.1,4,Happy,59.39999999999999,Medium
33,Female,4.6,4.9,26,1.3,11.3,9,Happy,34.50000000000001,High
25,Male,7.8,2.2,99,3.2,8.5,3,Happy,100.0,Low
42,Male,7.5,9.8,0,2.4,7.2,8,Happy,49.800000000000004,High
29,Female,8.1,3.9,40,1.1,2.1,9,Neutral,54.900000000000006,Medium
42,Female,5.7,1.6,13,2.8,3.0,2,Sad,68.39999999999999,Medium
34,Female,8.7,5.9,73,3.3,9.9,5,Neutral,100.0,Low
43,Female,4.6,9.1,49,2.0,5.9,6,Happy,35.39999999999999,High
31,Female,4.2,9.9,41,4.1,2.5,5,Neutral,35.900000000000006,High
58,Female,5.5,11.8,70,2.5,10.3,6,Sad,54.5,Medium
53,Male,8.0,3.1,39,4.0,5.0,5,Sad,91.6,Low
40,Female,7.4,4.2,13,3.3,5.9,7,Neutral,68.49999999999999,Medium
23,Female,6.2,7.7,99,4.5,11.7,5,Sad,92.29999999999998,Low
22,Female,5.3,9.9,90,3.2,2.2,5,Happy,51.6,Medium
42,Male,4.3,3.6,10,1.7,9.2,7,Neutral,36.699999999999996,High
35,Female,5.7,5.5,62,4.3,11.5,3,Sad,90.9,Low
30,Male,6.3,5.5,105,4.1,2.6,10,Happy,58.7,Medium
31,Female,7.4,9.5,48,4.9,10.7,7,Neutral,82.5,Low
45,Female,7.2,3.7,36,1.4,6.2,8,Sad,59.199999999999996,Medium
35,Male,8.7,11.7,105,3.4,10.8,5,Stressed,100.0,Low
45,Male,4.5,6.6,9,3.0,5.1,4,Sad,42.8,High
44,Female,5.7,4.1,53,3.7,11.8,2,Happy,93.5,Low
49,Male,6.4,4.1,6,4.9,8.5,5,Sad,78.5,Low
26,Male,7.4,1.2,80,3.1,8.3,6,Neutral,95.69999999999999,Low
57,Female,6.5,8.6,115,3.7,10.1,9,Happy,73.5,Medium
49,Female,8.6,9.5,11,2.4,6.4,6,Stressed,70.0,Medium
37,Female,7.0,1.4,100,2.2,4.6,6,Neutral,83.4,Low
45,Male,4.2,7.4,100,2.3,4.6,6,Stressed,43.900000000000006,High
50,Female,4.6,9.6,54,1.2,5.3,8,Happy,22.199999999999996,High
21,Female,7.8,5.1,35,2.1,8.2,6,Sad,77.69999999999999,Low
51,Male,7.6,5.8,6,1.7,10.4,1,Happy,90.9,Low
20,Male,4.8,5.0,23,2.8,7.0,1,Happy,66.6,Medium
43,Female,4.3,4.5,33,2.8,6.0,10,Stressed,26.6,High
25,Male,6.9,6.4,64,4.1,9.9,2,Neutral,100.0,Low
23,Female,7.2,2.8,28,3.0,4.9,1,Sad,92.8,Low
33,Male,4.7,5.8,25,2.9,8.9,3,Neutral,60.7,Medium
41,Female,6.4,11.4,73,1.9,3.1,3,Neutral,59.5,Medium
56,Male,5.5,1.3,64,4.4,3.1,4,Sad,77.4,Low
47,Male,8.7,2.8,44,1.4,8.4,6,Happy,90.0,Low
30,Male,5.1,9.6,16,4.9,2.8,10,Neutral,25.1,High
22,Male,7.7,2.5,104,2.9,3.6,7,Happy,86.5,Low
42,Female,6.6,4.0,35,1.7,8.2,9,Sad,53.9,Medium
37,Male,4.1,6.0,72,2.4,6.4,8,Stressed,36.2,High
35,Female,6.6,11.4,102,1.1,7.6,6,Stressed,60.30000000000001,Medium
35,Male,4.5,3.0,62,1.7,11.8,9,Stressed,47.50000000000001,High
19,Male,7.3,11.2,22,2.3,8.3,4,Happy,67.1,Medium
27,Female,6.8,8.9,92,3.2,7.9,6,Stressed,76.4,Low
29,Male,4.1,8.4,65,1.5,5.8,7,Stressed,28.300000000000004,High
30,Male,5.0,9.0,81,3.7,8.3,2,Sad,75.30000000000001,Low
28,Female,7.9,1.3,91,4.4,2.1,1,Sad,100.0,Low
36,Male,5.4,2.1,116,3.3,7.6,10,Stressed,64.7,Medium
52,Female,6.5,4.7,110,2.2,2.7,8,Stressed,61.99999999999999,Medium
56,Male,5.6,1.8,41,1.5,4.2,8,Happy,44.50000000000001,High
43,Male,8.6,11.9,112,1.1,7.6,7,Sad,77.30000000000001,Low
31,Male,6.7,7.4,70,3.9,8.7,9,Neutral,67.1,Medium
41,Female,7.5,6.4,74,3.5,5.8,9,Neutral,70.1,Medium
58,Male,4.4,9.6,70,2.9,6.2,3,Happy,53.699999999999996,Medium
18,Male,4.2,11.7,42,1.4,7.0,1,Neutral,44.0,High
39,Male,5.3,11.5,87,1.8,9.6,9,Sad,39.60000000000001,High
40,Male,5.5,9.7,54,4.3,2.2,1,Neutral,68.30000000000001,Medium
36,Male,7.4,5.1,55,2.9,6.5,1,Stressed,98.3,Low
35,Male,6.8,1.7,78,4.9,2.1,5,Neutral,88.89999999999999,Low
29,Male,5.9,2.1,30,5.0,5.2,2,Happy,88.2,Low
45,Male,7.3,1.0,114,4.2,7.2,2,Sad,100.0,Low
45,Male,4.8,1.0,82,2.0,2.8,5,Neutral,58.00000000000001,Medium
50,Female,4.3,11.3,55,1.9,6.9,7,Sad,26.7,High
36,Male,8.3,11.2,120,2.0,11.2,6,Happy,93.0,Low
45,Female,6.8,8.3,73,4.9,8.9,5,Neutral,88.3,Low
54,Female,7.2,9.0,47,2.3,9.8,3,Stressed,82.5,Low
43,Female,5.5,6.6,51,3.8,7.8,9,Sad,50.6,Medium
52,Male,5.9,3.6,71,4.8,11.0,8,Neutral,80.0,Low
51,Female,4.4,11.1,0,4.3,3.5,3,Stressed,38.3,High
52,Female,8.3,4.1,1,3.4,6.5,7,Happy,77.0,Low
57,Female,7.0,9.1,92,1.7,8.0,3,Stressed,82.7,Low
33,Male,4.4,3.7,41,1.7,10.7,6,Happy,50.7,Medium
55,Female,8.0,10.6,73,3.0,5.1,3,Sad,86.6,Low
30,Male,6.2,8.2,105,4.8,2.0,8,Neutral,62.599999999999994,Medium
40,Female,7.8,8.1,8,4.6,11.7,3,Neutral,97.79999999999998,Low
39,Female,4.1,2.1,113,1.7,2.3,5,Sad,52.49999999999999,Medium
33,Male,4.1,5.6,30,2.2,3.5,3,Happy,41.8,High
45,Male,4.9,6.8,95,3.4,6.2,8,Happy,51.800000000000004,Medium
52,Female,5.1,4.2,1,2.9,7.0,10,Neutral,31.300000000000004,High
25,Female,7.8,10.7,23,1.5,10.3,9,Sad,53.29999999999999,Medium
39,Female,7.5,10.2,100,2.5,6.5,6,Neutral,76.1,Low
38,Male,7.1,6.4,116,4.8,7.5,10,Happy,80.4,Low
43,Male,8.4,4.7,42,4.8,4.0,4,Happy,99.0,Low
57,Female,5.2,9.8,69,3.2,7.7,10,Stressed,37.599999999999994,High
38,Female,8.5,3.2,71,3.5,5.5,4,Happy,100.0,Low
42,Male,8.5,1.8,103,1.9,3.0,5,Neutral,97.5,Low
58,Male,6.2,1.5,88,4.0,11.5,3,Stressed,100.0,Low
18,Female,4.5,1.4,105,1.2,2.8,4,Stressed,58.800000000000004,Medium
23,Male,7.6,6.4,42,1.9,8.8,4,Sad,82.70000000000002,Low
40,Female,5.7,3.8,50,1.0,11.1,1,Stressed,82.60000000000001,Low
40,Male,8.0,8.6,88,2.5,3.8,1,Stressed,96.49999999999999,Low
40,Female,4.8,8.2,45,4.4,4.4,9,Stressed,35.400000000000006,High
49,Female,6.7,7.0,74,4.9,6.3,3,Neutral,92.89999999999999,Low
47,Female,6.5,4.9,98,3.7,4.9,5,Sad,83.1,Low
30,Male,4.5,10.4,0,4.0,9.6,2,Neutral,55.400000000000006,Medium
35,Female,5.8,8.8,116,2.1,5.4,1,Sad,80.89999999999999,Low
40,Female,4.4,4.0,86,3.1,11.9,7,Sad,64.5,Medium
32,Male,6.3,6.5,66,3.9,10.6,10,Stressed,63.900000000000006,Medium
